,_id,count
302,21005000.,1
303,21064253.,1
304,10005659.,1
305,21014634.,1
306,21007322.,1
307,21021521.,1
308,22110291.,1
309,22009873.128,1
310,17012838.,1
311,09002674.,1
312,22009762.,1
313,21018642.,1
314,12000030.,1
315,18002934.,1
316,20016418.,1
317,09017780.,1
318,17006893.,1
319,21034686.,1
320,22111949.,1
321,09015144.,1
322,18013562.,1
323,22093667.,1
324,21069909.,1
325,18012339.,1
326,20017722.,1
327,12008908.,1
328,16043877.,1
329,22006975.,1
330,21032408.,1
331,01009032.,1
332,21035843.,1
333,21012690.,1
334,21066552.,1
335,09021421.,1
336,12008909.,1
337,22103141.,1
338,21025969.,1
339,21021545.,1
340,16015721.,1
341,17004466.,1
342,20016200-1,1
343,20006575.,1
344,22089234.,1
345,21016435.,1
346,21005054.,1
347,21023402.,1
348,01003837-49,1
349,21068763.,1
350,22093015.,1
351,21019033.,2
352,16006273.,1
353,20017717.,1
354,15007761.,1
355,21068074.,1
356,22084305.,1
357,21007872.,1
358,12003922.,1
359,20003451.,1
360,12003643.,1
361,18009854.,1
362,22004351.,1
363,22107641.,1
364,21033481.,1
365,20015908.,1
366,19003363.,1
367,18000751.,1
368,14006816.,1
369,21040600.,1
370,20002827.,1
371,21019091.,1
372,21022449.,1
373,10007412.,1
374,21033038.,1
375,06006067.,1
376,16016332.,1
377,22117224.,2
378,15000637.,1
379,22049229.,1
380,21016781.,1
381,18000958.,1
382,18009249.,1
383,22054462.,1
384,21015746.,1
385,15010734.,1
386,18015394.001,1
387,21014877.,1
388,22086646.,1
389,14009693.,1
390,21002478.,1
391,21040119.,1
392,17000420.,1
393,13007097-8,1
394,13018840.,1
395,09013619-20,1
396,21008628.,1
397,21030028.,1
398,16013639.,1
399,12012399.,1
400,17008874.,1
401,18012315-24,1
402,22080564.,1
403,20002486.,1
404,03002183.,1
405,20000876.,1
406,20000078.,1
407,10003115.,1
408,20015841.,1
409,14007838.,1
410,21030670.,1
411,01007392.,2
412,15005786.,1
413,15011224.,1
414,21036390.,1
415,22112257.,1
416,21068749.,1
417,18008259.,1
418,21033502.,1
419,21031325.,1
420,04002350.,1
421,22021710.,1
422,21057359-62,1
423,01002637.,1
424,21069826.,1
425,19002683.,1
426,21037626.,1
427,16004919-22,1
428,14007962.,1
429,20015600.,1
430,09010835.,1
431,22088944.,1
432,22114768.,1
433,21021514.,1
434,13007839.,1
435,22040436.,1
436,20001958.,1
437,21018464.,1
438,19000671.,1
439,20003344.,1
440,11001963.,1
441,20015976.,1
442,16003035.,1
443,22124815.,1
444,21033519.,1
445,16039115.,1
446,12008683.,1
447,20015303.,2
448,15000387.,1
449,09005388.,2
450,20004905.001,1
451,22110232.,1
452,09023237.,2
453,22107019-20,2
454,14012292.,1
455,16037493-4,1
456,17013805.,1
457,16001535.,1
458,22088363.,1
459,16003759.,1
460,21036746.,1
461,14011150.,1
462,21032448.,1
463,08005397.,1
464,21071136.,1
465,22117155.,1
466,21058444.004,1
467,22107622.,2
468,20016341.,1
469,21016191.,1
470,21006660.,1
471,16003165.,1
472,09006186.,1
473,21034236.,1
474,21029829.,1
475,09018477-8,1
476,22038259.,1
477,14006345.,1
478,16019552.,1
479,16011629.,1
480,22103560.,1
481,18000954.,1
482,13024647-8,1
483,20007008.,1
484,21037724.,1
485,18015275.,1
486,21011601.,2
487,03003427.,1
488,21032821-2,1
489,21023111-2,1
490,08008919.,1
491,21030782.,1
492,16011603-4,1
493,22093185.,1
494,17003983.,2
495,21069176.,1
496,14003975.,1
497,21029377.,1
498,20008664.,1
499,20016387-9,1
500,20006111.,1
501,19001437.,1
502,16001782.,1
503,14002194.,1
504,20015831.,2
505,21065068.,1
506,11003727.,1
507,10006886.,1
508,14006704.,1
509,21025647.,1
510,10005285.,1
511,21069788.,1
512,22024352.,1
513,18010312.,1
514,22022010.002L,1
515,09010778.,1
516,20006675.,1
517,22110288.,1
518,21011282.,1
519,17005938.,1
520,10007099.,1
521,17011229.,1
522,11001549-59,1
523,19004389.,1
524,19004841.,1
525,17004649.,1
526,09012598.,1
527,22121393.,1
528,13002679.,1
529,12011880.,1
530,22003903-4,1
531,21032579.,1
532,10007559.,1
533,01006642.,1
534,20016363.,1
535,22089220.,1
536,21022517.,1
537,09015513.,1
538,22120167.,2
539,22068448-9,1
540,20016401.,1
541,06006084.,1
542,21071546.,1
543,17015000.,1
544,09018808.,1
545,20016245.,1
546,22026319.,1
547,18001544.,1
548,12007722.,2
549,12004140.,1
550,21031084.,1
551,21023614.,1
552,06000329-30,1
553,12003607.,1
554,21061178.,1
555,01007422.,1
556,21017597.,1
557,21031120.,1
558,22088934.,1
559,10005316-7,1
560,01009252.,1
561,22029767.,1
562,09010483.,1
563,01004142-54,1
564,22001566-78,1
565,14008621.,1
566,21023719-20,1
567,22091501.,1
568,10007683.,2
569,20015846.,1
570,19005940.,1
571,21032262.,1
572,21005031.,1
573,09011069.,1
574,22097940.,2
575,21053969.,1
576,22108857.,1
577,13003692.,1
578,21032772-3,1
579,13020365.,1
580,09008923.,1
581,20018364.,1
582,21017344.,1
583,22032590.,1
584,20015300.,1
585,21030533.,1
586,16041276.,1
587,21062714-5,1
588,22052541.,1
589,21034545.,1
590,10008502.,2
591,17013059.,1
592,21022698.,1
593,16005519.,1
594,20013648.,1
595,18000088.,1
596,20003203.,1
597,09014441.,1
598,14001062.,1
599,21030791.,1
600,22084241.,1
601,16000991.,1
602,20015888.,1
603,21017192.,1
604,11003587.,1
605,09020594.,1
606,20001088.,1
607,21031615.,1
608,22097480.,1
609,21065278.,1
610,22018201-3,2
611,22097944.,1
612,20013679.,1
613,22042898.034L,1
614,21000840.,1
615,12004150.,1
616,21033185.,1
617,16007714-23,1
618,18011228.,1
619,20007742-5,1
620,22104963.,1
621,22124456.,1
622,15010307.,1
623,22112571-2,1
624,22077569.,1
625,20002749.,1
626,19003829.,1
627,21012052.,1
628,09022964.,1
629,20000871.,1
630,21069743.,1
631,21018583.,1
632,20016331.,1
633,21023027.,1
634,22104475.,1
635,21072896.,1
636,21017479.,1
637,20008006.,1
638,04003896-7,1
639,16037121.,1
640,09005657.,1
641,15007304.,1
642,09009199.,1
643,17014427.,1
644,03000641-55,1
645,14011862.,1
646,21012203.,1
647,21015245.,1
648,21067771.,2
649,08005977.,1
650,19000762.,1
651,16003048.,1
652,22124095.,1
653,02000392.,1
654,22021919.,1
655,22083184.,1
656,21001850.,1
657,22091607.,1
658,17013178.,1
659,08001527.,1
660,09005290.,1
661,21060325.,1
662,22072029.,1
663,07000094.,1
664,19008575.,1
665,22070274.,1
666,21029853.,1
667,22108593.002L,1
668,21022549.,1
669,22119264.,1
670,10000501.,1
671,09020254-5,1
672,21016643.,1
673,21032302.,1
674,21078536.,1
675,20016422.,1
676,08001528.,1
677,22013559-65,1
678,22009763.,1
679,10000580-1,1
680,16030967.,1
681,19007366.,1
682,22115596.,1
683,19006397.,1
684,21031133.,1
685,22098198.,1
686,21015458.,1
687,15005880.,1
688,10006188.,1
689,22023012.,1
690,17013269.,1
691,18012120.,1
692,21016928.,1
693,22010498.,2
694,22109080.,1
695,16022301.,1
696,22074450-9,1
697,22053762.,1
698,20010758.,1
699,21016610.,1
700,22065685.,1
701,20003114.,1
702,18002987.,1
703,20010205.,1
704,16022075.,1
705,20016427.,1
706,21077766.,1
707,17010740.,1
708,13024217.,1
709,22109402.,1
710,21059706.,1
711,21064295.,1
712,20002119.,1
713,22043634.,1
714,09019684.,1
715,10006847.,1
716,15000537.,1
717,08009761.,1
718,13015285.,1
719,04002590.,1
720,21036628.,1
721,22057943.,1
722,21003320.,1
723,20015900.,1
724,22011325.003,1
725,21016938.,2
726,17015838-9,1
727,21014893.,1
728,19009682.,1
729,22010887.,1
730,20016314.,1
731,17005827.,1
732,17003769-70,1
733,21015089.,1
734,21035918.,1
735,22088129.,1
736,20013675.,1
737,15008714.,1
738,21015558.,2
739,22049342.,1
740,16029950.,1
741,20002225.,1
742,22000955-7,1
743,01006593.,1
744,08001559.,1
745,14001382.,1
746,21015515.,1
747,09009972.,1
748,11002012.,1
749,22076708.,1
750,22113838.,1
751,16005565.,1
752,13012104.,1
753,20014327.,1
754,17004854.,1
755,09010604-5,1
756,01006733.,1
757,01005536.,1
758,21015087.,1
759,16006793.,1
760,21029239.,1
761,16012151.,1
762,21078481.,1
763,15010780.,1
764,21014754.,1
765,18011952.,1
766,21021971.,1
767,20016426.,1
768,21012911.,1
769,01006869.,1
770,21000613.,1
771,22071491.,1
772,21030985.,1
773,21022196.,1
774,22103418-9,1
775,22030341.008L,1
776,21017853.,1
777,21003162.,1
778,22034536.,1
779,20015891.,1
780,01006692.,1
781,21010203.,1
782,20007379.,2
783,01003353.,1
784,21010264.,1
785,22010868.,1
786,18008857.,1
787,21022577.,1
788,21062528.,1
789,13022841-2,1
790,17007314.,1
791,08004199-214,1
792,22044892.,1
793,21069312.,1
794,21024718.,1
795,22068509.,1
796,13020420.,1
797,21064356.,1
798,22070809.,1
799,19008295.,1
800,20003120.,1
801,15002097.001,1
802,20013210.,1
803,14001923.,1
804,22062939.,1
805,13019015.,1
806,22054865.029L,1
807,10007646.,1
808,21065681.,1
809,16030554.,1
810,21060037.,1
811,15008651.,1
812,22056696.,1
813,20015882-3,1
814,16019732.,1
815,16043142.,1
816,21051530.,2
817,21009086.,1
818,15010741.,1
819,22024305.,1
820,18010405.,1
821,21018619.,1
822,21034657.,1
823,16042573.,1
824,16003046.,1
825,21016935.,1
826,21062742.,1
827,11002014.,1
828,21035574.,1
829,02004443-4,1
830,21011575.,1
831,09017922.,1
832,22056677.,1
833,03001500-11,1
834,21016289.,1
835,09019854.,2
836,21029408.,1
837,20016241.,1
838,12008339.,1
839,01007369.,1
840,22089273.,1
841,21062807.,1
842,21029877.,2
843,17014257.,1
844,13024201.,1
845,17007836.,2
846,22009454-7,1
847,01009819.,1
848,17000578.,1
849,12008911.,1
850,09014851.,1
851,14002840.,1
852,22103757.,1
853,22111437.,1
854,22125791.,1
855,19004744.,1
856,01000813.,1
857,20015036.,1
858,16000494.,1
859,20009493.,1
860,18001660.,1
861,21057069-73,1
862,21016199.,1
863,16038173-6,1
864,13003293.,1
865,15008027.,2
866,16017065.,2
867,13019224.,1
868,21010420.,1
869,15010306.,1
870,15012775.,1
871,22102108.,1
872,18003234.,1
873,12005919.,2
874,07000083.,3
875,22085878.,1
876,20015295.,1
877,09023511.,1
878,21076320.,1
879,20016125-8,1
880,13002619.,1
881,21033496.,1
882,21022151.,1
883,09021422.,1
884,21057544.,1
885,22120830.,1
886,22078624.,1
887,22075817.,1
888,22105702.,1
889,21033511-2,1
890,21021386.,1
891,13019998.,1
892,22047922.,1
893,21030240.,1
894,03002231.,1
895,19000559.,1
896,13017525.,1
897,22049884-90,1
898,21036653.,1
899,21069716.,1
900,14007964.,1
901,21064693.,1
902,02000654.002L,1
903,22110948.,1
904,14008314.,1
905,16022067.,1
906,20016035.,1
907,13010565.,1
908,01009050.,1
909,20001809.,1
910,19000579.,1
911,22036360.,1
912,13013442.,1
913,15010874.,1
914,22088356.,1
915,22100999.,1
916,22070354.,2
917,21075731.,1
918,12000338.,2
919,21001021.,1
920,20016334.,1
921,09025088.,1
922,01006844.,2
923,15011585-6,1
924,13002180.,1
925,06003138.,1
926,21036726.,2
927,22097657.,1
928,22034358.,1
929,22062524.,1
930,21017748.,1
931,20013689.,1
932,20005510.,1
933,22048119.,1
934,21022255.,1
935,09013609.,1
936,22010138.001,2
937,22061145.,1
938,21016554-5,1
939,18011343-4,1
940,18000719.,1
941,21066904.,1
942,16042586.,1
943,20014321.,1
944,21077860.,1
945,22062185.,1
946,21015162.,1
947,08004038.,1
948,18006681.,1
949,21023747.,1
950,21016069.,1
951,22024811.,1
952,21033033.,1
953,21008905.,1
954,22074681.,1
955,17013557.,1
956,20016005.,1
957,20013225.,1
958,20007357.,1
959,21022527-8,1
960,12012971.,1
961,21048448.,1
962,22124865.,1
963,21061167-71,1
964,22083889.,1
965,21011305.,1
966,15010201.,1
967,21049170.,1
968,16009632.,1
969,21022556.,1
970,11003513.,2
971,09014054.,1
972,10000262.,3
973,22074777.,1
974,21067773.,1
975,21023856.,1
976,14008599.,1
977,21039797.,1
978,22014179.,1
979,22024548.,1
980,16000258.,1
981,20015606.,1
982,08006461-0,1
983,21057611.,2
984,14011002.,1
985,19010556.,3
986,22069514.,1
987,21074229.,1
988,21019496.,1
989,20007987.,1
990,15008150.,1
991,09005979.,1
992,01009201.,1
993,02000315-7,1
994,19002569.,1
995,21017892.,2
996,21025574.,1
997,21000839.,1
998,21021987.,1
999,21007345.,1
1000,10007682.,2
1001,22095555-6,1
1002,02001447.,1
1003,21062925.,1
1004,21041654.,1
1005,14009803.,1
1006,17002512.,1
1007,21009891.,1
1008,20007774.,1
1009,21059109.,1
1010,21063145.,1
1011,21019431.,1
1012,19010246.,2
1013,22111922.,1
1014,22103175.,2
1015,12010402.,1
1016,21035807.,1
1017,21036885-6,1
1018,18001658.,1
1019,13019333.,1
1020,20016300.,1
1021,17013246.,1
1022,17003988-9,1
1023,21052907.,1
1024,20015863.,1
1025,18018233.,1
1026,21030029.,1
1027,20016225.,1
1028,22045728.,1
1029,21028518-22,1
1030,22063727.,2
1031,11003052.,1
1032,22078313.,1
1033,16018988.,1
1034,17014624.,1
1035,16012372.,3
1036,20005882.001,1
1037,10003407.,1
1038,22098841.,1
1039,22100842.,1
1040,21060900.,1
1041,16000282.,2
1042,15013649.,1
1043,20015933.,1
1044,16000814.,1
1045,21007577.,1
1046,21037566.,2
1047,20016379.,1
1048,22098897.,2
1049,13007792-3,1
1050,20007544.,1
1051,14004023.,1
1052,20015306.,1
1053,14011594.,1
1054,22114802.,1
1055,22111715-24,1
1056,21018096.,1
1057,22110693.,1
1058,22109075.,1
1059,13019833.,1
1060,10000634-7,1
1061,20013691.,1
1062,20015834.,1
1063,20008114.,1
1064,03000568-78,1
1065,22041606.,1
1066,22124820.,1
1067,21071435.,1
1068,21035570.,1
1069,02000657.002L,1
1070,21016744.,1
1071,21021443.,1
1072,10006053.,1
1073,14007236.,1
1074,19005390.,1
1075,17014295.,1
1076,21069752.,1
1077,06002830.,1
1078,10006159.,1
1079,22064324.,2
1080,01009150.,1
1081,22108826.,1
1082,22098368.,2
1083,19003826-8,1
1084,18011817.,1
1085,08003433.,1
1086,21077780.,1
1087,21042103.,1
1088,04003303.,1
1089,21018395.,1
1090,21032278.,1
1091,21061487.,1
1092,20008007.,1
1093,11001346.,1
1094,22050870.,1
1095,17002552.,1
1096,13015856.,1
1097,06004289.,1
1098,12000077.,1
1099,09006130.,1
1100,20016361.,2
1101,03000229-37,1
1102,22098665.,1
1103,19006392.,2
1104,22075216.,2
1105,12002311.,1
1106,17011755.,1
1107,19000673.,2
1108,18006525.,1
1109,01009061.,1
1110,22047073.,2
1111,20017128.,1
1112,21075014-6,1
1113,21036405.,1
1114,21028942.,1
1115,16022900.,2
1116,21006839.,1
1117,06006081.,1
1118,16021002.,1
1119,19010267.,1
1120,21017691.,1
1121,21046954.,1
1122,22096225-6,1
1123,20013660.,1
1124,22124799-800,1
1125,01006720.,1
1126,09017457.,1
1127,22055673.,1
1128,10007388.,1
1129,22062543.,1
1130,17006029.,1
1131,21007010.,1
1132,12001513.,1
1133,17003016.,1
1134,22071008.,1
1135,15010165.,1
1136,16035326.,1
1137,20016423.,1
1138,21015357.,1
1139,18001182.,1
1140,22047032.,1
1141,12008151.,1
1142,14000025.,1
1143,20016230.,1
1144,16024629.,1
1145,22008612-3,1
1146,16012654.,1
1147,09011817.,1
1148,09021706.,1
1149,06003637.,1
1150,22124881.,1
1151,21066573.,1
1152,13012417.,1
1153,20016435.,1
1154,05004260.,1
1155,21051718.,1
1156,22042987.,1
1157,08000840.,1
1158,10006957.,1
1159,13020329.,1
1160,22093681.,2
1161,08003530.,2
1162,22080757.,1
1163,09013689.,1
1164,21016652.,1
1165,17010477.,1
1166,21030297.,1
1167,13006731.,1
1168,22032103.,1
1169,21066791.,1
1170,22109087.,1
1171,03002989.,1
1172,21036802.,1
1173,22070925.,1
1174,19006398.,1
1175,20015410.,1
1176,16030317.,1
1177,22012248-9,1
1178,21022655.,1
1179,22095446.,1
1180,20016322.,1
1181,20002918.,1
1182,21002460.,1
1183,01000750.,1
1184,21051562.,1
1185,16017858.,2
1186,08001586-7,1
1187,21061559.,1
1188,16040758.,2
1189,22057118.,1
1190,09002663.,1
1191,22014173.,1
1192,20013676.,1
1193,16024607.,1
1194,17012014-5,1
1195,13023717.,1
1196,20015930-1,1
1197,20008266.,1
1198,22071073.,1
1199,22096491.,1
1200,12005901.,1
1201,21052502.,1
1202,18012287.,1
1203,21049290.,1
1204,21016475.,1
1205,21059124.,1
1206,17014324.,1
1207,19003348.,1
1208,16040034.,1
1209,21064310-29,1
1210,18009184.,1
1211,22090587.,1
1212,21017807.,1
1213,20015910.,1
1214,21032443.,1
1215,18007984.,1
1216,22065492.,1
1217,10004128.,1
1218,22098462.,1
1219,20004442-3,2
1220,11004009.,1
1221,22102545.,1
1222,22035544.,1
1223,13022528.,1
1224,20016441.,1
1225,02000572-638,1
1226,16028886.,1
1227,17010750.,2
1228,12012715.,1
1229,21015952.,1
1230,17010810.,1
1231,15010202.,1
1232,01002559.,1
1233,22103755.002,1
1234,21037482-3,1
1235,10004511.,1
1236,17007364.,1
1237,21010805.,1
1238,06002823.,1
1239,21025455.,1
1240,06006122.,1
1241,21054048.,1
1242,21057373.,1
1243,20002076.,2
1244,22117868.,1
1245,22043299.,1
1246,22112697.,1
1247,21062968.,1
1248,14001510.,1
1249,21041139.,1
1250,11003475-6,1
1251,20016375.,1
1252,22100439.,1
1253,21000648.,1
1254,22116534.,1
1255,21031161.,2
1256,22022913.,1
1257,21013136.,1
1258,21021492.,1
1259,16038660.,1
1260,22109684.,1
1261,17008324.,1
1262,21053073.,1
1263,18016240.,1
1264,21011704.,1
1265,20015897.,1
1266,18006488.,1
1267,22063481.,1
1268,21023440-1,1
1269,02002125-6,1
1270,06002809.,1
1271,22070422.,3
1272,22015471.,1
1273,22111913.,1
1274,21051370.,1
1275,16001281.,1
1276,18007288.,1
1277,21023609.,1
1278,14006382.,1
1279,22078738.,1
1280,12001574.,1
1281,21033520.,1
1282,08003591.,1
1283,20016339.,1
1284,21048609.,1
1285,14008044.,1
1286,21005292.,1
1287,10001884.,1
1288,16014497.,1
1289,20003984.,1
1290,21063721.,1
1291,21020334.,1
1292,09013427.,1
1293,16040108.,1
1294,18003332.,2
1295,22124010.002L,1
1296,22113819.,1
1297,21015075.,1
1298,14006306.,1
1299,16007987.001,1
1300,09021077.,1
1301,20015979.,1
1302,22085798.,2
1303,22066276.,1
1304,22078490.,1
1305,14009260.,1
1306,16038265-6,1
1307,20016321.,1
1308,21022770.,1
1309,21029776.,1
1310,19005091.,1
1311,22084016.,1
1312,13001777.,1
1313,20007242.,2
1314,22072047.,2
1315,14001507.,1
1316,21010419.,1
1317,09022790.,1
1318,21021538.,1
1319,18003054.,2
1320,21069886.,1
1321,20006225.,1
1322,09003733.,1
1323,21016436.,1
1324,16036285.,1
1325,21047384.,1
1326,21012259.,1
1327,09013517.,2
1328,20014328-33,1
1329,17014728.,1
1330,21031380.,1
1331,20013227.,1
1332,21068271.,1
1333,18012907.,1
1334,13003443.,1
1335,08005394.,1
1336,12005776.,1
1337,10006605.,1
1338,21065441.,2
1339,21012224-5,1
1340,15010009.001,1
1341,06006116.,1
1342,21071117.,1
1343,21067777-8,1
1344,18010602.,1
1345,06006108.,1
1346,22068444.,1
1347,22100385.,1
1348,20007771.,1
1349,16010381.,1
1350,21036805.,1
1351,03003008.,1
1352,16009739.,1
1353,21001601-2,1
1354,09003885.,2
1355,21050762.,1
1356,22084543.,1
1357,16013341.,2
1358,21031975.,1
1359,16043195.,1
1360,16024330.,1
1361,22092138.,1
1362,13001367.,1
1363,20016219.,1
1364,22047020-1,1
1365,17010812.,1
1366,21034685.,1
1367,22032099.,1
1368,21023299.,1
1369,21023833.,1
1370,16011653.,1
1371,14009512-6,2
1372,22111915.,1
1373,01009466.,1
1374,21022858-9,1
1375,16015740.,1
1376,20015847.,1
1377,20013226.,1
1378,21031467.,1
1379,06006110.,1
1380,22038491.,1
1381,06003395.,2
1382,21019138.,1
1383,21069425.,1
1384,21023611.,1
1385,18013289.,1
1386,16043713.,1
1387,08005616.,1
1388,21077068.,1
1389,20002031-2,1
1390,17008519.,1
1391,21036702.,2
1392,17013239.,1
1393,17008594.,1
1394,06006076.,1
1395,20002069.,1
1396,13013610.,1
1397,13024243.,1
1398,13014826.,1
1399,21016038.,1
1400,22075990.,1
1401,20005393.,2
1402,22090354.,1
1403,14011052.,1
1404,21037900.,1
1405,16016427.,1
1406,21063714.004,2
1407,16019706.,1
1408,15008443.,1
1409,20015982.,1
1410,21007136.,1
1411,21077024.,2
1412,22101698.,1
1413,22013075.,1
1414,22103293.,1
1415,19000228.,1
1416,22078349.,1
1417,20016143-4,1
1418,06006077.,2
1419,15002608.,1
1420,16019465.,1
1421,22097875.,1
1422,13015825.,1
1423,20015952.,1
1424,22102047.,1
1425,17003984.,1
1426,21015146.,1
1427,22110267.,1
1428,21000216.,1
1429,09015379.,1
1430,22112379.,1
1431,16036469.,1
1432,21066893.,1
1433,17013424.,1
1434,01007605.,1
1435,09025110.,1
1436,06006061.,1
1437,22090174.,1
1438,12002287.,1
1439,13010254.,1
1440,22069492.,1
1441,12004439.,1
1442,21025366.,1
1443,09003803.,1
1444,22015442.,1
1445,13022216.,1
1446,21068751.,1
1447,21034434.,1
1448,21023769.,1
1449,22106319.017,1
1450,21047137.,1
1451,22120186.,1
1452,21041598.,1
1453,13004873.,2
1454,10003455.,2
1455,18011116.,1
1456,18011177.,1
1457,04002797.,1
1458,18010135.,1
1459,22038640.,1
1460,08005927.,1
1461,16015722.,1
1462,04002339.,1
1463,18010959.,1
1464,18009914.,1
1465,21015949.,1
1466,16001950.,1
1467,21009842.,1
1468,13014628.,2
1469,22093372-3,1
1470,20010442.,1
1471,09013671.,1
1472,22087827.,1
1473,20015438.,1
1474,13022554.,1
1475,09021314.,2
1476,22108911.,1
1477,19000672.,1
1478,22106326.,1
1479,13018802.,1
1480,20015958.,1
1481,14010663.,2
1482,16014504.,1
