id,centerX,centerY
83,-83.10490546593006,42.431644934315834
84,-83.10975926501969,42.43600396900607
85,-83.11397675425565,42.436379131217514
86,-83.11384702085267,42.43638134831884
87,-83.11371785751054,42.43638379260458
88,-83.11132519855833,42.43643890890122
89,-83.11076928807337,42.43644962443269
90,-83.10777008659304,42.43682154778221
91,-83.1143144871895,42.4367088380039
92,-83.1078023567582,42.43760086181715
93,-83.10902472853292,42.43757864459742
94,-83.1105661395193,42.43756208438002
95,-83.11101043613016,42.437553346302735
96,-83.11649099428773,42.43744348981085
97,-83.11368590167389,42.43793138233361
98,-83.1101728259915,42.438002117643215
99,-83.10770183132337,42.43804874123326
100,-83.10758100338448,42.438051323592504
101,-83.1101733784815,42.43833323640543
102,-83.1133108195631,42.43875113776171
103,-83.11259784961054,42.438763473887555
104,-83.11136536697622,42.438974446848405
105,-83.10382249841773,42.43321693805945
106,-83.10487185843685,42.432828163159236
107,-83.10487419964956,42.43291062343576
108,-83.1049382833171,42.43445639615944
109,-83.10494333692053,42.43466224594762
110,-83.10496156100595,42.4353567989494
111,-83.1049637795184,42.435444216059885
112,-83.10498129542091,42.43611281864075
113,-83.105558815437,42.43578700003758
114,-83.10553633617417,42.434923054340935
115,-83.10596555757816,42.433942087141844
116,-83.1059927461979,42.43491924540847
117,-83.10661508643223,42.43581463788579
118,-83.10656087384736,42.43354460517152
119,-83.10653846891827,42.43270252336643
120,-83.10700186153299,42.433376928678825
121,-83.10700386535832,42.43345891861738
122,-83.10701614558447,42.43387061744831
123,-83.1070235263858,42.43411746745357
124,-83.10703696074646,42.434576825685355
125,-83.10661756039306,42.438111836430615
126,-83.10759755085722,42.43457823128598
127,-83.10759487926622,42.43449600680336
128,-83.10759252832854,42.434413809833345
129,-83.10759046328161,42.43433136038857
130,-83.10858344478937,42.43554663764664
131,-83.10858108097104,42.435464422221855
132,-83.10954407980833,42.43429901591787
133,-83.10990244746296,42.432767546464646
134,-83.10992928686566,42.43350817035214
135,-83.10993876479831,42.43377553198818
136,-83.10994665352882,42.4340018646131
137,-83.10995004128858,42.434084112496855
138,-83.10997873031725,42.43429380589308
139,-83.11000766155763,42.43536408401075
140,-83.11056384883824,42.43560679109011
141,-83.11056122177585,42.435524399095655
142,-83.11052731811935,42.43453642063104
143,-83.11052175971864,42.43437202451021
144,-83.11049016124002,42.43373963896872
145,-83.11048784315452,42.43365746485743
146,-83.1104698131637,42.433081333356014
147,-83.11046821037185,42.43299886736109
148,-83.11046252425433,42.432834502322656
149,-83.11096911637254,42.43471591142575
150,-83.11151929241328,42.43510310318938
151,-83.11190129296959,42.43348211806012
152,-83.1119046308725,42.433564540045616
153,-83.11190923287626,42.43372897576657
154,-83.11363019594641,42.43080697060625
155,-83.11586750790035,42.43407556065047
156,-83.05014132646126,42.331386849688634
157,-83.05025889276132,42.33213183278058
158,-83.04805413572228,42.331954616437265
159,-83.05156852885483,42.33225607191388
160,-83.05174592245484,42.33521292053096
161,-83.05306116812137,42.33669371733324
162,-83.05565598617166,42.340763705022724
163,-83.05680760889248,42.34282246505532
164,-83.05666395029995,42.34288530423702
165,-83.05656855991074,42.342927001473086
166,-83.05647314027334,42.34296879079456
167,-83.05637712919685,42.34301040885105
168,-83.0562813738686,42.34305239467508
169,-83.0560906854696,42.3431361279421
170,-83.05664561131739,42.34361212640275
171,-83.05686920096504,42.34351545122127
172,-83.05716214272252,42.34338952646913
173,-83.08018231000253,42.376611794395
174,-83.08120115963685,42.37872374584222
175,-83.08188872983108,42.37945404410291
176,-83.08496551197385,42.382456349178774
177,-83.08860628548976,42.389882312459456
178,-83.06101458606534,42.35063172207354
179,-83.06246861958545,42.349267431225144
180,-83.06347687461032,42.35128476958404
181,-83.06584789571828,42.35551705676081
182,-83.10627895163051,42.418388568711585
183,-83.10983018484896,42.41962556734618
184,-83.11254993792616,42.4179035948135
185,-83.14134210177718,42.43721884702908
186,-83.13345944328209,42.44327707733812
187,-83.04210211805851,42.335750569066214
188,-83.04584657902065,42.34421339770168
189,-83.04570453470274,42.34502258001616
190,-83.04631462015007,42.345940044282834
191,-83.04942508295368,42.346274543124146
192,-83.05032816785454,42.351649680269624
193,-83.05749019737466,42.36290985713091
194,-83.06274194526388,42.3671657968295
195,-83.06639995509715,42.37512722716394
196,-83.0707261684085,42.37958237802728
197,-83.07102476838135,42.37947200058182
198,-83.070397940721,42.3807024936176
199,-83.07125046042502,42.38038621755135
200,-83.07177930451859,42.38018896233223
201,-83.0727643505723,42.38084401304075
202,-83.07066458465401,42.3826461371687
203,-83.07407736047458,42.384905035075825
204,-83.07389649606516,42.386312018497435
205,-83.0742508461245,42.387900625777604
206,-83.07013081029442,42.38183250232184
207,-83.0477980229208,42.3431590525132
208,-83.05791339218986,42.3303631700625
209,-83.0612508493119,42.33654566621521
210,-83.05990908831697,42.33756565135086
211,-83.06407897980293,42.3382945151426
212,-83.06507368032631,42.33926343228303
213,-83.08096520428106,42.36805131709901
214,-83.08354362525506,42.37355615829732
215,-83.08307522097229,42.3749976161896
216,-83.08537850178602,42.37516386946626
217,-83.0858292052598,42.375569254779826
218,-83.08543077038756,42.37571455291004
219,-83.08411577913323,42.37620863057723
220,-83.08398780696554,42.37670594893002
221,-83.08505858437282,42.3763106265024
222,-83.0838113159867,42.377317219516975
223,-83.08424896124997,42.377598858694924
224,-83.08451040273908,42.378070766928786
225,-83.08398921222489,42.37971539180768
226,-83.08866845276621,42.37858446879193
227,-83.0871631925559,42.37913026673506
228,-83.08749736773537,42.38260119132381
229,-83.08871845698387,42.386847771486224
230,-83.0929053078618,42.38622755610264
231,-83.08913959357162,42.38762200779416
232,-83.09326656573266,42.38652208694003
233,-83.09305583649416,42.38764787009657
234,-83.09347989777986,42.389550223894794
235,-83.06251298595133,42.34325993873053
236,-83.07645151723528,42.36153853897347
237,-83.06040056206149,42.33368597269083
238,-83.03525827918217,42.331509503223636
239,-83.06676910182814,42.3806493052295
240,-83.06888917158082,42.381836527381516
241,-83.06426166376987,42.379087110496336
242,-83.06432152114319,42.37827589087294
243,-83.06456931524038,42.378644134107496
244,-83.06511058888083,42.37988603309996
245,-83.0685284767255,42.384556929667255
246,-83.07460562174931,42.39178422766607
247,-83.06743705850847,42.38180847050235
248,-83.06738756311488,42.38173472582018
249,-83.06536364783393,42.37571950453302
250,-83.06992119338723,42.38237824055215
251,-83.07403872318021,42.388586203234816
252,-83.07347871995457,42.38935752117047
253,-83.07225351615682,42.389864132561684
254,-83.0603985379868,42.328188477838275
255,-83.06383043444443,42.32992964644175
256,-83.06603068671964,42.33695081889139
257,-83.0649697354806,42.338572852447626
258,-83.09332920231626,42.373329419071894
259,-83.09274607063816,42.374676156614974
260,-83.09670550767032,42.38141295112683
261,-83.0994287991603,42.383235342240425
262,-83.09583558010328,42.38556311561469
263,-83.10000791247799,42.38404744847599
264,-83.10011710842741,42.384007277630886
265,-83.0964638241154,42.38589472943642
266,-83.09789406716753,42.38587298065329
267,-83.09909657773414,42.38543128914191
268,-83.10307013401204,42.38399225415686
269,-83.10051396845155,42.38813819616957
270,-83.10797043449539,42.389935664310414
271,-83.10786219632432,42.389974859423994
272,-83.10739071137898,42.39054106894319
273,-83.10598105128493,42.39206800038278
274,-83.10682066070387,42.39277572718256
275,-83.10989852070286,42.392210721030224
276,-83.10995585727737,42.39318656825192
277,-83.10999031137389,42.39359817734585
278,-83.11132842393805,42.39411975943024
279,-83.11126057574488,42.39469095656594
280,-83.11349759917995,42.39796798150908
281,-83.11083433336253,42.399806057738765
282,-83.11437548052363,42.39850265223975
283,-83.11345598869228,42.399331380251425
284,-83.11170308556439,42.40036276065322
285,-83.11520944926559,42.399522546410516
286,-83.11492062864475,42.40042447925679
287,-83.11195453533765,42.40235927444545
288,-83.11320457689102,42.40226766258443
289,-83.0843917043306,42.362521839650235
290,-83.08410029223583,42.36382527484285
291,-83.08406254216992,42.363993055226324
292,-83.08393333196848,42.36458072869749
293,-83.08391570787148,42.364664880115185
294,-83.08389668668757,42.364748772770945
295,-83.08387872486796,42.36483127908768
296,-83.08385181913535,42.364952952982016
297,-83.08380655455257,42.36515618030391
298,-83.08374585360298,42.365326391724125
299,-83.08379386761293,42.36542379086337
300,-83.08451722424707,42.36497450455358
301,-83.08454451429344,42.364852592025166
302,-83.08459156745158,42.3646429762762
303,-83.08461078480003,42.36455922532342
304,-83.08462899790702,42.36447511958891
305,-83.0847608109682,42.36388774048272
306,-83.08477947839259,42.36380370629812
307,-83.08479849462941,42.36372015897299
308,-83.08526328231514,42.36378779779372
309,-83.08524097175382,42.36388810918091
310,-83.08513607001694,42.364367282327606
311,-83.08508546061434,42.364598238872404
312,-83.08505707636711,42.36472608812014
313,-83.0850293355431,42.3648521215299
314,-83.08500770161345,42.364953890185426
315,-83.08495136925579,42.36520978747622
316,-83.08491832389316,42.36536011713055
317,-83.10409398297135,42.38362392390134
318,-83.02978085077385,42.33464828286768
319,-83.03236786944726,42.33454884864094
320,-83.03059656824044,42.335311968627366
321,-83.04865595383029,42.364188340508505
322,-83.03889039717684,42.34427043317808
323,-83.06613139568765,42.384996286530786
324,-83.07350486286528,42.33549282707771
325,-83.07195971646745,42.33912998388118
326,-83.07573400290201,42.339217541132534
327,-83.07982530995018,42.34190473915017
328,-83.08111070588684,42.346185939237095
329,-83.08213657223844,42.35259065042112
330,-83.08574847029078,42.36303253009926
331,-83.08588539747467,42.36304929381333
332,-83.08604806865593,42.363124223608665
333,-83.08699398685823,42.36369227255634
334,-83.0909860412673,42.362596558706905
335,-83.08735180605316,42.36411820430935
336,-83.08613796831551,42.364573094269446
337,-83.08598933368594,42.36462902541199
338,-83.08576646997349,42.364712375339884
339,-83.09516861717714,42.371419514923545
340,-83.09697171965561,42.373989795640604
341,-83.0963026143502,42.37675138832537
342,-83.10345617935425,42.3789538250141
343,-83.10522175020876,42.381720597898315
344,-83.10734203146559,42.38540461410126
345,-83.10711173867755,42.386111936372075
346,-83.10699601651886,42.38615527221882
347,-83.10900103087653,42.386419627917654
348,-83.11022760268149,42.38639574493398
349,-83.10802734589126,42.38780989238401
350,-83.11083721291932,42.38760282706957
351,-83.10919192057615,42.38859242255484
352,-83.11318677981083,42.387549620941826
353,-83.11361684524842,42.38830352888981
354,-83.11008263747783,42.38996205301733
355,-83.11018203577615,42.38992494556569
356,-83.11077764304405,42.3897046022745
357,-83.11370150764957,42.388670503948326
358,-83.11133897906132,42.389988064337345
359,-83.11252048095425,42.39042920293027
360,-83.11339001660957,42.391975847576084
361,-83.11193356318398,42.39249070525515
362,-83.11825704335398,42.39413032696773
363,-83.11482686655768,42.395126520245384
364,-83.1150972457721,42.39594022103226
365,-83.1147009829113,42.397460740707295
366,-83.1159482936246,42.3970013529734
367,-83.11867930183621,42.39649637503112
368,-83.11704738552208,42.39750418949653
369,-83.11947247367078,42.39875211246369
370,-83.11801475862669,42.40048756633995
371,-83.12072094974391,42.41010152532587
372,-83.12080593909295,42.41210136759364
373,-83.12047281871313,42.41210681992317
374,-83.11851438237638,42.41242018176747
375,-83.11987234439411,42.41292457020089
376,-83.1208830020249,42.41326620006315
377,-83.08887681031008,42.368188743710206
378,-83.0873003276393,42.36580690963401
379,-83.08874426615724,42.36710100207746
380,-83.07160481430914,42.33883924789238
381,-83.08578797928975,42.36420568634128
382,-83.08582519406487,42.36404365410208
383,-83.08584245574168,42.363962247076344
384,-83.08586143434341,42.363881051743235
385,-83.08528481593125,42.36198574058687
386,-83.08190651593159,42.35474851806337
387,-83.07991493002628,42.3510002061522
388,-83.08718083409877,42.36072965627249
389,-83.08793291296972,42.36187526102174
390,-83.08822854909617,42.36231764849385
391,-83.08852004367866,42.36167489050579
392,-83.08841543061378,42.361529581968405
393,-83.07265132291325,42.337711298559356
394,-83.07586590604058,42.34023053854501
395,-83.07582074252451,42.34015221222847
396,-83.07358740533301,42.3362238751603
397,-83.08224027033214,42.35453215996917
398,-83.08719872847848,42.36281210374485
399,-83.1176768754877,42.40883702409646
400,-83.08073776254541,42.347370260743276
401,-83.08612136120594,42.358915491382476
402,-83.09966160068066,42.377106341629286
403,-83.11830883454192,42.40632905265867
404,-83.08990757607603,42.36160727507591
405,-83.08781513090345,42.35865898745928
406,-83.08509399353063,42.353071311431556
407,-83.06983939815824,42.32614617507112
408,-83.08855105040448,42.357107962048566
409,-83.0882930026436,42.35664359093891
410,-83.08602587988253,42.35261753934502
411,-83.07355025808585,42.330349179495144
412,-83.07326660593101,42.33008697416765
413,-83.08872197836583,42.356302739897686
414,-83.08906960441553,42.35717980296888
415,-83.0901675817978,42.358830196440934
416,-83.11870337874366,42.40516870334243
417,-83.1201255767595,42.40930845387141
418,-83.12149292872634,42.4159995336021
419,-83.12232982742572,42.408538963479856
420,-83.12235951053005,42.40919694896237
421,-83.12238102114114,42.409690720931216
422,-83.12289806201012,42.40622870140268
423,-83.12399770087882,42.4039467286274
424,-83.12572865182685,42.40344203872776
425,-83.0240239067079,42.33444968048443
426,-83.02693788027763,42.335895099355646
427,-83.03534822114803,42.35298187889656
428,-83.03793232194522,42.35203585699198
429,-83.03369358455011,42.353965090377386
430,-83.03498329100135,42.354208515082405
431,-83.03835099794534,42.353746914075444
432,-83.03666856162309,42.35519125191849
433,-83.04504495214039,42.36450312099565
434,-83.04512820572832,42.364472742715165
435,-83.04278056557142,42.366108868137594
436,-83.04307259382928,42.36794194413176
437,-83.04409600054966,42.36808496395462
438,-83.04840202850096,42.37230953596553
439,-83.04566627858338,42.37256832201759
440,-83.04561765171351,42.37249434895392
441,-83.04486763546954,42.37133717600754
442,-83.04437341082867,42.37060027774301
443,-83.04390828054979,42.36989999810595
444,-83.04290429446937,42.368392106804365
445,-83.03944303425057,42.36316528293583
446,-83.03385812605046,42.35468984601096
447,-83.03363421235755,42.35438997459168
448,-83.03353334516277,42.35423865796695
449,-83.06169094951902,42.3886741618164
450,-83.06381677256732,42.407111154080916
451,-83.06867950911831,42.40534913077687
452,-83.07003595897962,42.404848393090305
453,-83.06040797261225,42.40917960717299
454,-83.0605076801909,42.409143332014665
455,-83.06060740548557,42.4091070302889
456,-83.0694973533615,42.40666093974833
457,-83.07090121863666,42.40613934760037
458,-83.06513861009189,42.40871516478767
459,-83.06472755004238,42.40922388902675
460,-83.06549107848727,42.40939815764465
461,-83.06690283572568,42.40922873794153
462,-83.06991906894004,42.408127720863895
463,-83.06713285794527,42.40956931883397
464,-83.06760103689979,42.40987751647121
465,-83.06750120145509,42.409914026837356
466,-83.067393334857,42.4099542982998
467,-83.0715803238466,42.40912806997615
468,-83.06832595900615,42.410442020316566
469,-83.07112559185293,42.4101077758793
470,-83.07518087400211,42.40860053881851
471,-83.0755777662781,42.408452069130455
472,-83.07539913783141,42.40897789640751
473,-83.07167542325719,42.41036065240491
474,-83.06756788166732,42.41271440700966
475,-83.08634683717924,42.41785855732697
476,-83.09250067667561,42.42594799674022
477,-83.09591050895068,42.42658304125895
478,-83.09509647763022,42.42690194612088
479,-83.09522624726472,42.42689882139485
480,-83.09561485815654,42.42688859893723
481,-83.09574428335307,42.426884822184526
482,-83.09521777065383,42.42803145612314
483,-83.09558311098249,42.429049777196575
484,-83.09585292891924,42.42948486613668
485,-83.09517201959726,42.42950411231067
486,-83.09613260790209,42.429827190833656
487,-83.09601868664878,42.43027920600597
488,-83.09550083246768,42.4302970666409
489,-83.09524505034105,42.430299608391024
490,-83.09618244059624,42.4310670364288
491,-83.0959862182425,42.43186990207207
492,-83.09582355118619,42.4318755146207
493,-83.10918960216681,42.445134467278876
494,-83.0600732826774,42.41221751301037
495,-83.06012253684557,42.41229103576648
496,-83.0613858760645,42.41417945529211
497,-83.0614353689429,42.414252860454276
498,-83.06387227194419,42.416943098132194
499,-83.0589049694585,42.40945856580151
500,-83.05896862879297,42.40879411339862
501,-83.06247903374513,42.413103898782055
502,-83.06926739954758,42.42161892402271
503,-83.06913393300188,42.420342636926186
504,-83.06276445280143,42.41022945637194
505,-83.07010044073043,42.41943654170363
506,-83.07129275194262,42.424933030273955
507,-83.07124192994802,42.42263588461152
508,-83.06435319006584,42.40937924471098
509,-83.06440313386472,42.40945281544436
510,-83.06785653209865,42.414538519116995
511,-83.06790642056306,42.414612087652735
512,-83.07163333953676,42.42115744965463
513,-83.07228021953422,42.42483686869873
514,-83.07220128311711,42.421403228504026
515,-83.07219933442141,42.421321000087104
516,-83.07219708237285,42.42123882674783
517,-83.0721906392249,42.42073611038788
518,-83.07408154496432,42.428620046408376
519,-83.0739643375893,42.422408384953584
520,-83.07522021757205,42.43185929078763
521,-83.07470240352559,42.42350166730229
522,-83.0735185668356,42.417201814666434
523,-83.07620413618812,42.43061644743176
524,-83.07206666220488,42.414151953152945
525,-83.0694326227814,42.41064503315664
526,-83.06908598936593,42.41012912850815
527,-83.07663610335341,42.42882358790289
528,-83.07716733440694,42.43399175260395
529,-83.07299409947674,42.41388601873677
530,-83.06779947488805,42.40656072532978
531,-83.06768877475476,42.40567435054577
532,-83.0696023433348,42.40853438421459
533,-83.07059801714468,42.41002338788009
534,-83.07327427938279,42.41359840668469
535,-83.0739043263379,42.4145196205182
536,-83.07693000534549,42.42006372663941
537,-83.07700884400937,42.421842557219776
538,-83.0770301623084,42.422385964441084
539,-83.07747312803579,42.4197606407511
540,-83.07642013343629,42.41657500145777
541,-83.07779100258588,42.42930782966723
542,-83.07866626910183,42.42436755490099
543,-83.07863744073583,42.4236268197992
544,-83.07860411871737,42.4228869012799
545,-83.0771530283274,42.41677155455747
546,-83.07410662046065,42.41228729605435
547,-83.07509888414305,42.41302442410444
548,-83.07903472220858,42.422267320963314
549,-83.07891367852903,42.434608897384486
550,-83.07902296231143,42.43818429035701
551,-83.07975061213425,42.438490512981474
552,-83.0793534305125,42.42595944717742
553,-83.0771901420536,42.41519383451996
554,-83.08003586813201,42.42087818125253
555,-83.08022829353554,42.425175048442064
556,-83.08023529841145,42.42533938929808
557,-83.08022910376219,42.42551982770062
558,-83.08083896248951,42.434375735682664
559,-83.0806792245709,42.42261771524774
560,-83.08066008923026,42.422144443944575
561,-83.08055809802977,42.41903860118541
562,-83.07629098118417,42.408310623128955
563,-83.0829587076073,42.44531830987353
564,-83.0826624721831,42.420381331985155
565,-83.08342688006255,42.42634872474286
566,-83.08355770142816,42.42919556617696
567,-83.08450451275426,42.43447857647215
568,-83.08400245694018,42.42298009966986
569,-83.08461219543258,42.424827539185536
570,-83.08510232120852,42.43701794100251
571,-83.08515194438668,42.4395032435902
572,-83.08563067413827,42.42040159586176
573,-83.08575183041695,42.4233039702162
574,-83.08581379706361,42.42454740489455
575,-83.08718704346919,42.441652455189626
576,-83.08691749676785,42.43323706209289
577,-83.08665613374566,42.42764539017962
578,-83.08812249316162,42.43639675457234
579,-83.08810000090736,42.43557332587595
580,-83.08767706125774,42.423291753081415
581,-83.08751934659955,42.419639291339514
582,-83.08806148836045,42.41987122059043
583,-83.08844345426273,42.42860125939476
584,-83.08857810931195,42.4317571473911
585,-83.08851785071705,42.43451966689924
586,-83.08858510798407,42.43712724585187
587,-83.08864942287836,42.43931385929051
588,-83.08873631783844,42.42037508361542
589,-83.08954594540126,42.43619582161658
590,-83.08954903091322,42.436319188598425
591,-83.08936258591987,42.4212133811862
592,-83.08936993789858,42.42137826455731
593,-83.08937317497788,42.42146025449141
594,-83.08937640267506,42.421542699437126
595,-83.0894365925492,42.422910843777785
596,-83.08949659596149,42.42428613286754
597,-83.09048378524136,42.43597776429314
598,-83.0906608675816,42.423206462922536
599,-83.09066424068192,42.423288684117345
600,-83.09069182877592,42.42440784798449
601,-83.09097594518258,42.43086180412155
602,-83.09102447925655,42.43205538865178
603,-83.09137872214579,42.433617076977775
604,-83.09141170346096,42.4347693484334
605,-83.09204784153745,42.43815163707515
606,-83.0919507700939,42.43442046836783
607,-83.09194883815614,42.43433800988487
608,-83.09137601202217,42.42381340843128
609,-83.09137453938163,42.42373094282527
610,-83.09129362995054,42.42335117302412
611,-83.09193239991089,42.424703848028095
612,-83.09275931309317,42.44528538755229
613,-83.09333863945737,42.445170136035834
614,-83.09324364409899,42.443015002185255
615,-83.09296463967002,42.434319171272
616,-83.09374388671864,42.444633506529094
617,-83.09381104842178,42.4460277217252
618,-83.09411168927278,42.43889366633783
619,-83.09410827868318,42.43877000476558
620,-83.09403023614286,42.43619460252465
621,-83.09402715254552,42.435892039206365
622,-83.09399018795973,42.4343871572918
623,-83.0956810831457,42.43328710006229
624,-83.0957013986435,42.434055438357184
625,-83.09589870994559,42.440474819629266
626,-83.09643582531957,42.43884450919449
627,-83.09631785267925,42.4347084287803
628,-83.09671707900955,42.43334857948994
629,-83.09672909449067,42.43382902614863
630,-83.09673881220021,42.43421297517433
631,-83.09702697118513,42.44294034734853
632,-83.09740284993862,42.436996578804234
633,-83.09730673343174,42.4337141559938
634,-83.09773635933263,42.43284212514658
635,-83.09776726205483,42.434007075237275
636,-83.0977882435405,42.43482001273517
637,-83.09804656137743,42.442638056807795
638,-83.09806506996642,42.443118145624865
639,-83.09841850550187,42.43406510268081
640,-83.09841154880765,42.43381800366033
641,-83.09840254633035,42.43348896335359
642,-83.0995541912261,42.4357382271616
643,-83.09998806024579,42.43539162598661
644,-83.10023037203051,42.44278557941809
645,-83.10057808617276,42.43359131895389
646,-83.10138138716064,42.444708744844874
647,-83.10189761574178,42.44135035113976
648,-83.10343072042298,42.44126972870422
649,-83.10438873536063,42.44576090091764
650,-83.10427799339618,42.443052224971105
651,-83.10494838851658,42.44636196471934
652,-83.1055727762207,42.44625461861561
653,-83.10539399844582,42.441618648782615
654,-83.10583363897332,42.442258190221246
655,-83.10591317571297,42.444253719842365
656,-83.10591786585655,42.444352098363474
657,-83.10648403121493,42.44459472964067
658,-83.10694456754867,42.44567019853817
659,-83.10750657045699,42.44512765264802
660,-83.06887957234018,42.32088117176942
661,-83.07491756447565,42.319394883423094
662,-83.07012265450537,42.32147363734906
663,-83.07077599523441,42.322291690761276
664,-83.07767822282712,42.32092650402273
665,-83.07733436531363,42.33029827251191
666,-83.08187391089456,42.33165110968392
667,-83.09071013431995,42.34205051089048
668,-83.09056720165545,42.341715468661015
669,-83.08960879297253,42.343287250543646
670,-83.09162401225292,42.34412872741399
671,-83.08912300994984,42.347264240033354
672,-83.09401331567281,42.35095748448316
673,-83.09339395188941,42.35062346722994
674,-83.0933869531299,42.34813079937752
675,-83.08613191772564,42.35030259772324
676,-83.09850991784886,42.35548144040836
677,-83.09698253790404,42.36573789563895
678,-83.10092255917394,42.36411574874627
679,-83.10459271108473,42.363387231807764
680,-83.09975062111914,42.36828793950525
681,-83.10322949160677,42.36753661102866
682,-83.10680397564603,42.367947229782175
683,-83.10739849628823,42.3677248109246
684,-83.10749768095546,42.367687807550524
685,-83.10145640775723,42.37084218372672
686,-83.10179498011954,42.37281453937509
687,-83.10278932611867,42.37389395019418
688,-83.10751598602256,42.37270060554884
689,-83.11035365345121,42.37722861213067
690,-83.11323328796547,42.37835086120554
691,-83.10803717823528,42.38266917735096
692,-83.11787139093636,42.384622490686986
693,-83.11379086240196,42.386505046564785
694,-83.11635884211286,42.38992835667814
695,-83.12061854943843,42.38922672422595
696,-83.11877304511081,42.3913442192061
697,-83.1219083527459,42.39098326148133
698,-83.12295355847077,42.390600272894446
699,-83.12225812796113,42.39127886930164
700,-83.12282949462353,42.39785957299091
701,-83.08113360344628,42.34138087817305
702,-83.0750477361689,42.33077279539576
703,-83.08246123880878,42.342599580232
704,-83.08801702237825,42.35036704098313
705,-83.07858687274314,42.33428043322801
706,-83.07444274143133,42.32714810534265
707,-83.07857139594805,42.33320627305804
708,-83.07887693355198,42.333753087122005
709,-83.08198761974772,42.339177264402664
710,-83.09420512748589,42.35963710009285
711,-83.09313057104453,42.3577699263136
712,-83.09080897836176,42.35347454543765
713,-83.0841402030009,42.341810413173356
714,-83.07922201731898,42.333235544368264
715,-83.08223689263897,42.33756569250542
716,-83.08321755169108,42.339270608242664
717,-83.0848422464442,42.34212737340913
718,-83.09041184604537,42.351911526780334
719,-83.09228555817884,42.35518482561558
720,-83.09380369379589,42.35772765497154
721,-83.08747464726679,42.34551693915136
722,-83.08677358921678,42.34428685577704
723,-83.07945719382481,42.33065413788615
724,-83.07949291547521,42.330717447162314
725,-83.08238590532306,42.33562748184395
726,-83.08643116745573,42.34261863662245
727,-83.09757803083141,42.35906979883349
728,-83.09446609609984,42.35506395389905
729,-83.09233666567616,42.3513792619625
730,-83.08800899300542,42.343896585214374
731,-83.08478202191581,42.33830724148452
732,-83.07699419368153,42.325125373325506
733,-83.08738513362735,42.34159114232903
734,-83.08876690418681,42.34399249669911
735,-83.09512136188252,42.35497962215651
