,lat,lon,id,address
91,42.4367088380039,-83.1143144871895,01007477.,1005 W LANTZ
92,42.43760086181715,-83.1078023567582,01007578.,415 FERNHILL
93,42.43757864459742,-83.10902472853292,01007589.,481 FERNHILL
94,42.43756208438002,-83.1105661395193,01007601.,709 FERNHILL
95,42.437553346302735,-83.11101043613016,01007605.,731 FERNHILL
96,42.43744348981085,-83.11649099428773,01007650.,1121 FERNHILL
97,42.43793138233361,-83.11368590167389,01007676-8,974 FERNHILL
98,42.438002117643215,-83.1101728259915,01007705.,540 FERNHILL
99,42.43804874123326,-83.10770183132337,01007727.,408 FERNHILL
100,42.438051323592504,-83.10758100338448,01007728.,400 FERNHILL
101,42.43833323640543,-83.1101733784815,01007752.,541 ADELINE ST
102,42.43875113776171,-83.1133108195631,01007834.,948 ADELINE ST
103,42.438763473887555,-83.11259784961054,01007840.,910 ADELINE ST
104,42.438974446848405,-83.11136536697622,01007891.,744 ADELINE ST
105,42.43321693805945,-83.10382249841773,01008968.,19160 DERBY
106,42.432828163159236,-83.10487185843685,01009032.,19134 EXETER
107,42.43291062343576,-83.10487419964956,01009033.,19140 EXETER
108,42.43445639615944,-83.1049382833171,01009050.,19308 EXETER
109,42.43466224594762,-83.10494333692053,01009052.,19324 EXETER
110,42.4353567989494,-83.10496156100595,01009059-60,19370 EXETER
111,42.435444216059885,-83.1049637795184,01009061.,19380 EXETER
112,42.43611281864075,-83.10498129542091,01009068-9,19428 EXETER
113,42.43578700003758,-83.105558815437,01009092-3,19409 EXETER
114,42.434923054340935,-83.10553633617417,01009102.,19345 EXETER
115,42.433942087141844,-83.10596555757816,01009140.,19216 DANBURY
116,42.43491924540847,-83.1059927461979,01009150.,19342 DANBURY
117,42.43581463788579,-83.10661508643223,01009201.,19411 DANBURY
118,42.43354460517152,-83.10656087384736,01009225.,19185 DANBURY
119,42.43270252336643,-83.10653846891827,01009235.,19127 DANBURY
120,42.433376928678825,-83.10700186153299,01009243.,19176 CHARLESTON
121,42.43345891861738,-83.10700386535832,01009244.,19182 CHARLESTON
122,42.43387061744831,-83.10701614558447,01009249.,19210 CHARLESTON
123,42.43411746745357,-83.1070235263858,01009252.,19230 CHARLESTON
124,42.434576825685355,-83.10703696074646,01009256.,19320 CHARLESTON
125,42.438111836430615,-83.10661756039306,01009291.001,19640 CHARLESTON
126,42.43457823128598,-83.10759755085722,01009309.,19321 CHARLESTON
127,42.43449600680336,-83.10759487926622,01009310.,19315 CHARLESTON
128,42.434413809833345,-83.10759252832854,01009311.,19309 CHARLESTON
129,42.43433136038857,-83.10759046328161,01009312.,19303 CHARLESTON
130,42.43554663764664,-83.10858344478937,01009359.,19393 BLAKE
131,42.435464422221855,-83.10858108097104,01009360.,19387 BLAKE
132,42.43429901591787,-83.10954407980833,01009446.,19303 CARMAN
133,42.432767546464646,-83.10990244746296,01009466.,19134 HAVANA
134,42.43350817035214,-83.10992928686566,01009475.,19186 HAVANA
135,42.43377553198818,-83.10993876479831,01009478.,19204 HAVANA
136,42.4340018646131,-83.10994665352882,01009481.,19224 HAVANA
137,42.434084112496855,-83.10995004128858,01009482.,19228 HAVANA
138,42.43429380589308,-83.10997873031725,01009483.,19302 HAVANA
139,42.43536408401075,-83.11000766155763,01009496.,19380 HAVANA
140,42.43560679109011,-83.11056384883824,01009504.,19397 HAVANA
141,42.435524399095655,-83.11056122177585,01009505.,19391 HAVANA
142,42.43453642063104,-83.11052731811935,01009517.,19321 HAVANA
143,42.43437202451021,-83.11052175971864,01009519.,19309 HAVANA
144,42.43373963896872,-83.11049016124002,01009525.,19205 HAVANA
145,42.43365746485743,-83.11048784315452,01009526.,19199 HAVANA
146,42.433081333356014,-83.1104698131637,01009533.,19157 HAVANA
147,42.43299886736109,-83.11046821037185,01009534.,19151 HAVANA
148,42.432834502322656,-83.11046252425433,01009536.,19141 HAVANA
149,42.43471591142575,-83.11096911637254,01009559.,19334 HERSHEY
150,42.43510310318938,-83.11151929241328,01009579.,19361 HERSHEY
151,42.43348211806012,-83.11190129296959,01009615.,19208 BAUMAN
152,42.433564540045616,-83.1119046308725,01009616.,19214 BAUMAN
153,42.43372897576657,-83.11190923287626,01009618.,19228 BAUMAN
154,42.43080697060625,-83.11363019594641,01009796.,18916 WOODWARD AVENUE
155,42.43407556065047,-83.11586750790035,01009819.,19302 WOODWARD AVENUE
156,42.331386849688634,-83.05014132646126,02000227.,201 MICHIGAN AVE
157,42.33213183278058,-83.05025889276132,02000259.,220 MICHIGAN AVE
158,42.331954616437265,-83.04805413572228,02000264-6,100 MICHIGAN AVE
159,42.33225607191388,-83.05156852885483,02000301-2,1119 WASHINGTON BLVD
160,42.33521292053096,-83.05174592245484,02000315-7,1501 WASHINGTON BLVD
161,42.33669371733324,-83.05306116812137,02000392.,2029 PARK
162,42.340763705022724,-83.05565598617166,02000572-638,2645 WOODWARD AVENUE
163,42.34282246505532,-83.05680760889248,02000654.002L,72 TEMPLE
164,42.34288530423702,-83.05666395029995,02000655.002L,56 TEMPLE
165,42.342927001473086,-83.05656855991074,02000656.002L,52 TEMPLE
166,42.34296879079456,-83.05647314027334,02000657.002L,46 TEMPLE
167,42.34301040885105,-83.05637712919685,02000658.002L,40 TEMPLE
168,42.34305239467508,-83.0562813738686,02000659.002L,34 TEMPLE
169,42.3431361279421,-83.0560906854696,02000661.002L,20 TEMPLE
170,42.34361212640275,-83.05664561131739,02000663.,35 CHARLOTTE
171,42.34351545122127,-83.05686920096504,02000664.,61 CHARLOTTE
172,42.34338952646913,-83.05716214272252,02000665.,67 CHARLOTTE
173,42.376611794395,-83.08018231000253,02001247.,122 W EUCLID
174,42.37872374584222,-83.08120115963685,02001314.,101 BLAINE
175,42.37945404410291,-83.08188872983108,02001338.,111 GLADSTONE
176,42.382456349178774,-83.08496551197385,02001447.,161 ATKINSON
177,42.389882312459456,-83.08860628548976,02001588-9,90 COLLINGWOOD
178,42.35063172207354,-83.06101458606534,02001800.001,40 W ALEXANDRINE
179,42.349267431225144,-83.06246861958545,02002096.,3956 CASS
180,42.35128476958404,-83.06347687461032,02002104-9,4240 CASS
181,42.35551705676081,-83.06584789571828,02002125-6,4828 CASS
182,42.418388568711585,-83.10627895163051,02002662.,17351 WOODWARD AVENUE
183,42.41962556734618,-83.10983018484896,02002674-8,17500 SECOND
184,42.4179035948135,-83.11254993792616,02002686.,17110 THIRD
185,42.43721884702908,-83.14134210177718,02004443-4,19700 LIVERNOIS
186,42.44327707733812,-83.13345944328209,02005656.,20217 LICHFIELD
187,42.335750569066214,-83.04210211805851,03000229-37,500 MACOMB
188,42.34421339770168,-83.04584657902065,03000568-78,641 WINDER
189,42.34502258001616,-83.04570453470274,03000601-10,641 ADELAIDE ST
190,42.345940044282834,-83.04631462015007,03000641-55,650 ALFRED
191,42.346274543124146,-83.04942508295368,03000711-814,546 WILKINS
192,42.351649680269624,-83.05032816785454,03000900-1001,601 MACK
193,42.36290985713091,-83.05749019737466,03001500-11,600 E KIRBY
194,42.3671657968295,-83.06274194526388,03001680.,543 E EDSEL FORD
195,42.37512722716394,-83.06639995509715,03001882.,632 E BETHUNE
196,42.37958237802728,-83.0707261684085,03002180.,568 E EUCLID
197,42.37947200058182,-83.07102476838135,03002183.,550 E EUCLID
198,42.3807024936176,-83.070397940721,03002222.,622 E PHILADELPHIA
199,42.38038621755135,-83.07125046042502,03002227.,568 E PHILADELPHIA
200,42.38018896233223,-83.07177930451859,03002231.,534 E PHILADELPHIA
201,42.38084401304075,-83.0727643505723,03002278.,508 HAGUE
202,42.3826461371687,-83.07066458465401,03002299.,8637 OAKLAND
203,42.384905035075825,-83.07407736047458,03002473.,571 JOSEPHINE
204,42.386312018497435,-83.07389649606516,03002534.,624 LEICESTER CT
205,42.387900625777604,-83.0742508461245,03002989.,9413 OAKLAND
206,42.38183250232184,-83.07013081029442,03003008.,8529 OAKLAND
207,42.3431590525132,-83.0477980229208,03003427.,2486 BEAUBIEN
208,42.3303631700625,-83.05791339218986,04000240-0,1300 JOHN C LODGE
209,42.33654566621521,-83.0612508493119,04000454.,850 W FISHER
210,42.33756565135086,-83.05990908831697,04000456-61,2421 SECOND
211,42.3382945151426,-83.06407897980293,04000513.,2675 W GRAND RIVER
212,42.33926343228303,-83.06507368032631,04000514-23,2800 W GRAND RIVER
213,42.36805131709901,-83.08096520428106,04001510-3,2889 W GRAND BLVD
214,42.37355615829732,-83.08354362525506,04001880-3,801 VIRGINIA PARK
215,42.3749976161896,-83.08307522097229,04001939.,729 W EUCLID
216,42.37516386946626,-83.08537850178602,04002021.,857 W PHILADELPHIA
217,42.375569254779826,-83.0858292052598,04002048.,860 W PHILADELPHIA
218,42.37571455291004,-83.08543077038756,04002052.,838 W PHILADELPHIA
219,42.37620863057723,-83.08411577913323,04002061.,740 W PHILADELPHIA
220,42.37670594893002,-83.08398780696554,04002091.,721 PINGREE
221,42.3763106265024,-83.08505858437282,04002096.,8545 THIRD
222,42.377317219516975,-83.0838113159867,04002141.,688 PINGREE
223,42.377598858694924,-83.08424896124997,04002159.,699 BLAINE
224,42.378070766928786,-83.08451040273908,04002211.,698 BLAINE
225,42.37971539180768,-83.08398921222489,04002296.,621 HAZELWOOD
226,42.37858446879193,-83.08866845276621,04002339.,906 HAZELWOOD
227,42.37913026673506,-83.0871631925559,04002350.,812 HAZELWOOD
228,42.38260119132381,-83.08749736773537,04002590.,693 EDISON
229,42.386847771486224,-83.08871845698387,04002764-5,610 W BOSTON BLVD
230,42.38622755610264,-83.0929053078618,04002779.,860 GLYNN CT
231,42.38762200779416,-83.08913959357162,04002797.,612 GLYNN CT
232,42.38652208694003,-83.09326656573266,04002820.,867 CALVERT
233,42.38764787009657,-83.09305583649416,04002899.,825 COLLINGWOOD
234,42.389550223894794,-83.09347989777986,04003029.,759 BURLINGAME
235,42.34325993873053,-83.06251298595133,04003303.,3171 SECOND
236,42.36153853897347,-83.07645151723528,04003896-7,5881 FOURTH
237,42.33368597269083,-83.06040056206149,04004075-143B,1777 THIRD
238,42.331509503223636,-83.03525827918217,05000047-9,260 SCHWEITZER PL
239,42.3806493052295,-83.06676910182814,05002722.,1005 MELBOURNE
240,42.381836527381516,-83.06888917158082,05002809.,941 E PHILADELPHIA
241,42.379087110496336,-83.06426166376987,05003783-4,7879 CHRYSLER
242,42.37827589087294,-83.06432152114319,05004217.,7826 CAMERON
243,42.378644134107496,-83.06456931524038,05004222.,7856 CAMERON
244,42.37988603309996,-83.06511058888083,05004227.001,7887 CHRYSLER
245,42.384556929667255,-83.0685284767255,05004260.,8734 CAMERON
246,42.39178422766607,-83.07460562174931,05004458.,9737 CAMERON
247,42.38180847050235,-83.06743705850847,05004547.,8443 CAMERON
248,42.38173472582018,-83.06738756311488,05004548.,8437 CAMERON
249,42.37571950453302,-83.06536364783393,05004678.,7526 OAKLAND
250,42.38237824055215,-83.06992119338723,05004705-7,8600 OAKLAND
251,42.388586203234816,-83.07403872318021,05004749.,9514 OAKLAND
252,42.38935752117047,-83.07347871995457,05004867.,9550 GOODWIN
253,42.389864132561684,-83.07225351615682,05005145.,9551 DELMAR
254,42.328188477838275,-83.0603985379868,06000139-59,1245 ABBOTT ST
255,42.32992964644175,-83.06383043444443,06000329-30,1343 BAGLEY
256,42.33695081889139,-83.06603068671964,06000684-7,1240 PINE
257,42.338572852447626,-83.0649697354806,06000872.,2745 W GRAND RIVER
258,42.373329419071894,-83.09332920231626,06002047.,1546 PINGREE
259,42.374676156614974,-83.09274607063816,06002142.,1477 BLAINE
260,42.38141295112683,-83.09670550767032,06002544.,1445 CHICAGO
261,42.383235342240425,-83.0994287991603,06002667.,1519 GLYNN CT
262,42.38556311561469,-83.09583558010328,06002713.,1139 CALVERT
263,42.38404744847599,-83.10000791247799,06002747.,1519 CALVERT
264,42.384007277630886,-83.10011710842741,06002748.,1523 CALVERT
265,42.38589472943642,-83.0964638241154,06002809.,1158 CALVERT
266,42.38587298065329,-83.09789406716753,06002823.,1227 COLLINGWOOD
267,42.38543128914191,-83.09909657773414,06002830.,1429 COLLINGWOOD
268,42.38399225415686,-83.10307013401204,06002857.,1689 COLLINGWOOD
269,42.38813819616957,-83.10051396845155,06003138.,1409 WEBB
270,42.389935664310414,-83.10797043449539,06003353.,1686 RICHTON
271,42.389974859423994,-83.10786219632432,06003354.,1682 RICHTON
272,42.39054106894319,-83.10739071137898,06003395.,1641 CORTLAND
273,42.39206800038278,-83.10598105128493,06003446.,1555 HIGHLAND
274,42.39277572718256,-83.10682066070387,06003506.,1569 FULLERTON
275,42.392210721030224,-83.10989852070286,06003527.,1708 FULLERTON
276,42.39318656825192,-83.10995585727737,06003595.,1678 LESLIE
277,42.39359817734585,-83.10999031137389,06003637.,1665 GLENDALE
278,42.39411975943024,-83.11132842393805,06003705.,1713 BUENA VISTA
279,42.39469095656594,-83.11126057574488,06003712.,1688 BUENA VISTA
280,42.39796798150908,-83.11349759917995,06003992.,1689 GRAND
281,42.399806057738765,-83.11083433336253,06004036.,1539 PASADENA
282,42.39850265223975,-83.11437548052363,06004060.,1713 PASADENA
283,42.399331380251425,-83.11345598869228,06004075.,1640 PASADENA
284,42.40036276065322,-83.11170308556439,06004104.,1559 FORD
285,42.399522546410516,-83.11520944926559,06004126.,1720 FORD
286,42.40042447925679,-83.11492062864475,06004198-212,1676 LABELLE
287,42.40235927444545,-83.11195453533765,06004289.,1508 KENDALL
288,42.40226766258443,-83.11320457689102,06004304.,885 OAKMAN BLVD
289,42.362521839650235,-83.0843917043306,06006061.,6130 TRUMBULL
290,42.36382527484285,-83.08410029223583,06006065.,6342 TRUMBULL
291,42.363993055226324,-83.08406254216992,06006067.,6354 TRUMBULL
292,42.36458072869749,-83.08393333196848,06006074.,6400 TRUMBULL
293,42.364664880115185,-83.08391570787148,06006075.,6406 TRUMBULL
294,42.364748772770945,-83.08389668668757,06006076.,6412 TRUMBULL
295,42.36483127908768,-83.08387872486796,06006077.,6418 TRUMBULL
296,42.364952952982016,-83.08385181913535,06006078-9,6432 TRUMBULL
297,42.36515618030391,-83.08380655455257,06006081.,6442 TRUMBULL
298,42.365326391724125,-83.08374585360298,06006083.,6452 TRUMBULL
299,42.36542379086337,-83.08379386761293,06006084.,6456 TRUMBULL
300,42.36497450455358,-83.08451722424707,06006094.,6425 TRUMBULL
301,42.364852592025166,-83.08454451429344,06006095.,6415 TRUMBULL
302,42.3646429762762,-83.08459156745158,06006097.,6399 TRUMBULL
303,42.36455922532342,-83.08461078480003,06006098.,6393 TRUMBULL
304,42.36447511958891,-83.08462899790702,06006099.,6387 TRUMBULL
305,42.36388774048272,-83.0847608109682,06006106.,6343 TRUMBULL
306,42.36380370629812,-83.08477947839259,06006107.,6337 TRUMBULL
307,42.36372015897299,-83.08479849462941,06006108.,6331 TRUMBULL
308,42.36378779779372,-83.08526328231514,06006110.,6430 STERLING
309,42.36388810918091,-83.08524097175382,06006111.,6438 STERLING
310,42.364367282327606,-83.08513607001694,06006116.,6472 STERLING
311,42.364598238872404,-83.08508546061434,06006119.,6492 STERLING
312,42.36472608812014,-83.08505707636711,06006120.,6502 STERLING
313,42.3648521215299,-83.0850293355431,06006121.,6512 STERLING
314,42.364953890185426,-83.08500770161345,06006122.,6520 STERLING
315,42.36520978747622,-83.08495136925579,06006125.,6538 STERLING
316,42.36536011713055,-83.08491832389316,06006127.,6554 STERLING
317,42.38362392390134,-83.10409398297135,06006365.002,10332 ROSA PARKS BLVD
318,42.33464828286768,-83.02978085077385,07000065-73,1560 E JEFFERSON
319,42.33454884864094,-83.03236786944726,07000083.,1401 E JEFFERSON
320,42.335311968627366,-83.03059656824044,07000094.,1523 E JEFFERSON
321,42.364188340508505,-83.04865595383029,07001399-410,5140 RIOPELLE
322,42.34427043317808,-83.03889039717684,07002451.,2326 RUSSELL
323,42.384996286530786,-83.06613139568765,07002672.,8700 CHRYSLER
324,42.33549282707771,-83.07350486286528,08000671.,1824 SPRUCE
325,42.33912998388118,-83.07195971646745,08000757.,1525 ELM
326,42.339217541132534,-83.07573400290201,08000840.,1830 ASH
327,42.34190473915017,-83.07982530995018,08001010-5,2027 HAZEL
328,42.346185939237095,-83.08111070588684,08001240-2,4333 W CANFIELD
329,42.35259065042112,-83.08213657223844,08001423-4,1704 PUTNAM
330,42.36303253009926,-83.08574847029078,08001527.,1529 HOLDEN
331,42.36304929381333,-83.08588539747467,08001528.,1535 HOLDEN
332,42.363124223608665,-83.08604806865593,08001529.,1557 HOLDEN
333,42.36369227255634,-83.08699398685823,08001559.,1626 HOLDEN
334,42.362596558706905,-83.0909860412673,08001586-7,1930 FERRY PARK
335,42.36411820430935,-83.08735180605316,08001603.,1506 FERRY PARK
336,42.364573094269446,-83.08613796831551,08001615.,1430 FERRY PARK
337,42.36462902541199,-83.08598933368594,08001616.,1422 FERRY PARK
338,42.364712375339884,-83.08576646997349,08001618.,1410 FERRY PARK
339,42.371419514923545,-83.09516861717714,08002148.,1717 W PHILADELPHIA
340,42.373989795640604,-83.09697171965561,08002416.,1723 GLADSTONE
341,42.37675138832537,-83.0963026143502,08002659.001,1602 TAYLOR
342,42.3789538250141,-83.10345617935425,08003012.,2001 CHICAGO
343,42.381720597898315,-83.10522175020876,08003173.,1994 GLYNN CT
344,42.38540461410126,-83.10734203146559,08003406.,1975 WEBB
345,42.386111936372075,-83.10711173867755,08003433.,1940 WEBB
346,42.38615527221882,-83.10699601651886,08003434.,1930 WEBB
347,42.386419627917654,-83.10900103087653,08003496.,2020 TUXEDO
348,42.38639574493398,-83.11022760268149,08003530.,2245 ELMHURST
349,42.38780989238401,-83.10802734589126,08003591.,1926 ELMHURST
350,42.38760282706957,-83.11083721291932,08003665.,2232 MONTEREY
351,42.38859242255484,-83.10919192057615,08003692.,1957 RICHTON
352,42.387549620941826,-83.11318677981083,08003740.,2346 RICHTON
353,42.38830352888981,-83.11361684524842,08003835.,2342 CORTLAND
354,42.38996205301733,-83.11008263747783,08003879.,1955 HIGHLAND
355,42.38992494556569,-83.11018203577615,08003880.,1961 HIGHLAND
356,42.3897046022745,-83.11077764304405,08003886.,1997 HIGHLAND
357,42.388670503948326,-83.11370150764957,08003913-0,2335 HIGHLAND
358,42.389988064337345,-83.11133897906132,08003953.,2014 HIGHLAND
359,42.39042920293027,-83.11252048095425,08004038.,2216 STURTEVANT
360,42.391975847576084,-83.11339001660957,08004199-214,2040 LESLIE
361,42.39249070525515,-83.11193356318398,08004228.,1958 LESLIE
362,42.39413032696773,-83.11825704335398,08004369-70,2351 W DAVISON
363,42.395126520245384,-83.11482686655768,08004431.,2010 WAVERLY
364,42.39594022103226,-83.1150972457721,08004501.,1994 W DAVISON
365,42.397460740707295,-83.1147009829113,08004587.,1925 GRAND
366,42.3970013529734,-83.1159482936246,08004597-8,2003 GRAND
367,42.39649637503112,-83.11867930183621,08004634.,2278 GRAND
368,42.39750418949653,-83.11704738552208,08004681.,2037 PASADENA
369,42.39875211246369,-83.11947247367078,08004872.,2244 LABELLE
370,42.40048756633995,-83.11801475862669,08004976-8,1125 OAKMAN BLVD
371,42.41010152532587,-83.12072094974391,08005194-6,2101 PURITAN
372,42.41210136759364,-83.12080593909295,08005394.,2012 LOUISE
373,42.41210681992317,-83.12047281871313,08005397.,1994 LOUISE
374,42.41242018176747,-83.11851438237638,08005417.,16422 ROSA PARKS BLVD
375,42.41292457020089,-83.11987234439411,08005448.,1958 FLORENCE
376,42.41326620006315,-83.1208830020249,08005475.,2013 GENEVA
377,42.368188743710206,-83.08887681031008,08005577.,7639 POE
378,42.36580690963401,-83.0873003276393,08005599.,7337 POE
379,42.36710100207746,-83.08874426615724,08005616.,7450 KIPLING
380,42.33883924789238,-83.07160481430914,08005927.,3017 TRUMBULL
381,42.36420568634128,-83.08578797928975,08005973.,6461 STERLING
382,42.36404365410208,-83.08582519406487,08005975.,6447 STERLING
383,42.363962247076344,-83.08584245574168,08005976.,6441 STERLING
384,42.363881051743235,-83.08586143434341,08005977.,6435 STERLING
385,42.36198574058687,-83.08528481593125,08006114.,6122 COMMONWEALTH
386,42.35474851806337,-83.08190651593159,08006186-7,5263 COMMONWEALTH
387,42.3510002061522,-83.07991493002628,08006216.,4829 COMMONWEALTH
388,42.36072965627249,-83.08718083409877,08006321.,6074 HECLA
389,42.36187526102174,-83.08793291296972,08006334.,6168 HECLA
390,42.36231764849385,-83.08822854909617,08006340.,6204 HECLA
391,42.36167489050579,-83.08852004367866,08006362.,6169 HECLA
392,42.361529581968405,-83.08841543061378,08006364.,6157 HECLA
393,42.337711298559356,-83.07265132291325,08006461-0,2916 COCHRANE
394,42.34023053854501,-83.07586590604058,08006775.,3421 HARRISON
395,42.34015221222847,-83.07582074252451,08006776.,3415 HARRISON
396,42.3362238751603,-83.07358740533301,08006918.,2803 HARRISON
397,42.35453215996917,-83.08224027033214,08007053.,5262 AVERY
398,42.36281210374485,-83.08719872847848,08007103.,6218 AVERY
399,42.40883702409646,-83.1176768754877,08007351.,15763 IDAHO
400,42.347370260743276,-83.08073776254541,08007558.,4432 ROSA PARKS BLVD
401,42.358915491382476,-83.08612136120594,08007578-99,6000 ROSA PARKS BLVD
402,42.377106341629286,-83.09966160068066,08007706.002,9138 ROSA PARKS BLVD
403,42.40632905265867,-83.11830883454192,08007804.,15551 ROSA PARKS BLVD
404,42.36160727507591,-83.08990757607603,08008011.,6195 ROSA PARKS BLVD
